championship_name,event_name,round_name,state,rank,name,total
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-75) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,MAH,I,SMITA VIKRAM SAWANT,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-75) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,MAH,II,ROSHANI SIRAJ SHAIKH,26
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-75) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,RAJ,III,ANANDI SINGH,21
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,M.P.,I,SANJAY SINGH RATHORE,39
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,GUJ,II,KETAN BHIMJIBHAI PATEL,38
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,U.P.,III,MOHD AHMAD HUSAIN,37
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,U.P.,IV,YUVRAJ SINGH,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,V,NITIN BABAN BAGADE,34
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,BSF,VI,MOHD. SALEEM AHMED,32
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,U.P.,VII,NAUMAN JILANI,32
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,W.B.,VIII,DIPANKAR PATRA,28
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,9,HEMANT ANKUSH BALWADKAR,28
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,10,NARENDRA INDRAMAN SINGH,18
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,GUJ,-,ASEEM KUMAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,-,ASHWINIKUMAR PRAMOD SAWANT,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,W.B.,-,BIJAYA KISHORE PATNAIK,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-78) CLAY PIGEON DOUBLE TRAP SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,-,SURAJ APPASAHEB SAWANT,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,PUN,I,YUVRAJ SINGH VIRK,42
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,PUN,II,HARVIRAJ SINGH,41
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,RAJ,III,YASHVARDHAN SINGH RAJAWAT,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,RAJ,IV,RAJVEER SINGH RATHORE,29
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,RAJ,V,MORGAN MARTIN,29
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,MAH,VI,ATHARVA RAM DARADE,24
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,TRA,-,AJAY CHANDRA DEV,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-79) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP MEN (INDIVIDUAL),,PUN,-,ZORAWAR SANDHAWALIA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-80) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP SERVICES ONLY (INDIVIDUAL),,ARMY,I,AMIT KUMAR,38
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-80) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP SERVICES ONLY (INDIVIDUAL),,ARMY,II,DANGAR MAULIK DHIRUBHAI,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-80) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP SERVICES ONLY (INDIVIDUAL),,ARMY,III,VINAYAK VETAL,33
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-80) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP SERVICES ONLY (INDIVIDUAL),,ARMY,-,RAN BAHADUR THAPA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,PUN,I,YUVRAJ SINGH VIRK,42
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,PUN,II,HARVIRAJ SINGH,41
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,M.P.,III,SONGOUGIN LENTHANG,38
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,M.P.,IV,MANGCHINGLEN SITLHOU,36
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,RAJ,V,YASHVARDHAN SINGH RAJAWAT,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,RAJ,VI,RAJVEER SINGH RATHORE,29
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,PUN,-,AJITESH SINGH,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-81) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR MEN (INDIVIDUAL),,RAJ,-,ANJANEYA SINGH MANDAWA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-82) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP WOMEN (INDIVIDUAL),,RAJ,I,MEDHA SINGH RATHORE,28
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-82) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP WOMEN (INDIVIDUAL),,PUN,II,GUNRAJ KAUR,14
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-83) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,RAJ,I,KAMNA UDAWAT,28
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-83) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,RAJ,II,VAMAKSHI KHANGAROT,20
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-83) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,PUN,III,GUNRAJ KAUR,14
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-83) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP JUNIOR WOMEN (INDIVIDUAL),,PUN,-,PARMEET KAUR SHERGILL,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-86) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP FOR MQS,,MAH,I,TEJAS KUSALE,37
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-86) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP FOR MQS,,PUN,II,HIMMATVIR SINGH THIARA,29
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-86) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP FOR MQS,,PUN,-,KANWARSHER SINGH BAJWA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-86) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP FOR MQS,,KAR,-,RAJNISH SHETTY,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (SHOTGUN),(S-86) CLAY PIGEON SKEET SHOOTING (NR) CHAMPIONSHIP FOR MQS,,RAJ,-,SHIV PRATAP SINGH RATHORE,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,T.N.,I,VIMALASHOK S,516-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,II,MAANAS PRAVEEN,510-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,III,ABHIRAM J,507-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,GUJ,IV,HALWAI DIPAK,499-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,VI,JOY THOMAS,485-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,GUJ,VII,BHAVIN GAIKWAD,482-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,GUJ,VIII,PARMAR NIKUNJ,482-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,RAJ,9,DEEPENDRA SINGH SHEKHAWAT,477-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,NCC,10,SIVA C,477-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,11,SANGEETH P.H,471-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,NCC,13,KESHAV SINGH,463-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,14,RANVEER SINGH RATHORE,452-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,15,SIDDHARTH RAJ GUPTA,437-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,16,SUGATA BHOWMIK,426-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,GUJ,17,NAMIT RAJESH KANSAGARA,411-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,W.B.,18,HIRAK SAHA,398-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,M.P.,19,AMIT GOYAL,376-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,A.P.,-,VEMULURU MANOZ,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,-,BHAGATH .M.L,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,C.G.,-,AHMED ALI CHISHTY,DNF
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-01) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M MEN INDIVIDUAL,,KER,-,OLVIN PAUL,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-03) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M WOMEN INDIVIDUAL,,NCC,I,VIDUSHI RAWAT,518-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-03) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M WOMEN INDIVIDUAL,,W.B.,II,AARADHYA BISWAS,486-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-03) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M WOMEN INDIVIDUAL,,T.N.,III,ARTHI R,482-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-03) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M WOMEN INDIVIDUAL,,W.B.,IV,SHREYA BASU,474-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-03) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M WOMEN INDIVIDUAL,,T.N.,V,VIDHYA SRI A,460-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,I,ADITYA PRATAP SINGH CHOUHAN,528-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,II,HARSHIT JOSHI,518-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,T.N.,III,VIMALASHOK S,516-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,KER,IV,MAANAS PRAVEEN,510-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,V,MUKESH KUMAR DALAI,499-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,VII,MANTHAN A,490-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,C.G.,9,AKASH SARAF,481-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,10,SIVA C,477-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,12,KESHAV SINGH,463-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,13,GANDHAM VIJAY MANI KUMAR,461-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,T.N.,14,BORISH KISHORE P,446-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,GUJ,15,NAMIT RAJESH KANSAGARA,411-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,NCC,16,ABHISHEK DILIP YADAV,411-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,KER,-,BHAGATH .M.L,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-04) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR MEN INDIVIDUAL,,C.G.,-,PRIANSH ABHISHEK DAS,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,I,VIDUSHI RAWAT,518-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,II,ADDYA TIWARI,513-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,III,SHRADDHA KUMARI,506-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,W.B.,V,AARADHYA BISWAS,486-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,VI,PRINCI CHAUHAN,483-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,T.N.,VII,ARTHI R,482-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,9,KRATIKA PATIL,470-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,T.N.,10,VIDHYA SRI A,460-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,GUJ,11,ADITI RAJESHWARI ANAND SWAROOP ERRAMILLI,459-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,NCC,12,CHANCHAL NAGDA,428-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-06) .22 OPEN SIGHT STANDARD RIFLE PRONE (NR) CHAMPIONSHIP 50M JUNIOR WOMEN,,KER,-,ARPITHA NAIR PUTHUSSERY,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,NCC,I,GAGAN DEEP,499-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,NCC,II,S. ARUN SHARMA,485-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,KER,III,MAANAS PRAVEEN,484-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,NCC,IV,JONES WILSON G,468-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,KER,V,ABHIRAM J,456-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,KER,VI,JOY THOMAS,424-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-07) 22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M MEN,,GUJ,VII,MILAN DIPAKBHAI PATEL,397-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-09) .22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M WOMEN,,T.N.,I,VIDHYA SRI A,486-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(S-09) .22 OPEN SIGHT STANDARD RIFLE THREE POSITION (NR) CHAMPIONSHIP 50M WOMEN,,NCC,II,PREETHI V.,478-0x
