championship_name,event_name,round_name,state,rank,name,total
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,JHAR,C,235 HARIHAR KUMAR,78
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1405 ANKIT KUMAR DHAKER,79
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,1902 TARUN KUMAR CHOUDHARY,80
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1584 KAPIL SAIN,81
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1625 TEJVEER SINGH GAHLOT,82
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1354 M SHASWANTH,83
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KAR,C,1452 RAMANANDAN N K,84
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,47 DHARMENDRA DAVE,85
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,DEL,C,588 HARSHIT CHANDNA,86
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,950 GANESH MUKUNTHAN MHOW INDORE Comp,87
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1342 F.L. BERTON ELEZER,88
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1631 PANDEESWARAN.M,89
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KAR,C,1293 VENKATESH A,90
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,504 SUMIT KUMAR,91
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,H.P.,C,441 GAURAV JAMWAL,92
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,C,1835 VISHAL SINGH,93
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,939 JIGNESH DHARAMBIR LAMBA,94
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,C,1908 FURKHAN KHAN,95
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,163 KEYUR SANJAY VAIDYA,96
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,C,797 AMIT KUMAR,97
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,14 PAVANKUMAR KAILASHBHAI GARG,98
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KAR,C,782 DEEP MONDAL,99
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,DEL,C,2049 ROBIN KUMAR,100
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,2195 ROHIT SEPAT,101
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,548 MOHIT,102
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,2057 RAJNEESH,103
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,1674 LAHINE RAVI BHARATBHAI,104
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,247 KAUSTUBH YUVRAJ NAIK,105
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1859 PRATIK JAYPRAKASH GHATGE,106
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,473 AKASH GOYAL,107
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KAR,C,1408 DEEPESH S,108
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,452 JAY AJAYBHAI BHALALA,109
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,C.G.,C,647 LAL KISHORE NAG MHOW INDORE Comp,110
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,682 RITIK SHRIWAS,111
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,C,1226 DEVENDER REDHU,112
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KER,C,1681 SUHAIL KC,113
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1887 DNYANESHWAR KISHANRAO NAVLE,114
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1345 DHILEEPKUMAR RAMESH,115
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,70 RAM HARSH KUSHWAHA,116
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,C,1866 HARSH CHOUDHARY,117
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,524 AKHILESH FAGERIA,118
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,C,283 NISHANT KUMAR YADAV,119
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KAR,C,1534 KOTCHERLAKOTA SAI RANGADHAMA RAO,120
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,272 RIDHU PAL SINGH,121
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,DEL,C,1446 JOGINDER SINGH,122
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1779 VICKY YADAV,123
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,643 KUNDANKUMAR NARAYANBHAI PRAJAPATI,124
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,C,1849 DEEPAK,125
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1439 MANSANDESH SINGH MAAN,126
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1193 RAMAKRISHNA PANDIYAN K,127
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1551 ASHTAVI CHANDRAKANT PEVEKAR,128
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1482 RAMJAS JAT,129
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,457 ANANT,130
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,DEL,C,1806 AMIT SHARMA,131
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,1491 RISHABH TRIVEDI,132
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,C,1265 CHANAKYA TANWAR,133
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,767 VAIBHAV CHANDRAKANT GAIKWAD MHOW INDORE Comp,134
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.K.,C,388 VISHAL KUMAR SINGH,135
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,2164 GORAV,136
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1131 HEMVARDHAN SINGH RAJAWAT,137
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,735 RANJITSINH PATHUBHA ZALA,138
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,1033 VARUN KANVREY,139
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,TRA,C,2188 VARUN KANAMARLAPUDI,140
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,1580 BHOOPENDRA KUMAR SAINI,141
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1240 YUVRAJ SAKHARAM PATIL,142
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,1035 BRAJESH CHOURASIYA,143
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,774 ROHIT PAWAR,144
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.K.,C,1303 AMIT SHARMA,145
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,M.P.,C,699 MOHIT PANCHAL,146
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1377 CHAITANYA GOPAL KULKARNI,147
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,C,1094 RAJENDRASINH INDRASINH RAJPUROHIT,148
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,568 SOPAN HARIDAS BUDRUKWAD,149
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,242 NAGHUL RISHAB PARAMAGURU,150
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,1900 VIKRAM SINGH,151
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,954 SUSHIL HAMBIRRAO PAWAR,152
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,C,1906 SUDHIR KUSHWAHA,153
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,1294 A YASWANTH ANAND,154
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,C,901 MOHIT NAREN KONDAPALLI,155
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,JHAR,C,147 RISHAV JHA,156
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,A.P.,C,2129 PIDATHALA RAMA RAO MHOW INDORE Comp,157
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,ASS,C,31 SIDDHARTHA SARMA,158
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,C,2147 JAIDEV RAJVANSHI VISHWAKARMA,159
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,C,378 ANIL KUMAR KUMAWAT,160
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,161,2021 OM BABU,342-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,A.P.,C,1277 ABDUL ALEEM DILAWAR,162
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,241 YASH DAYAL GUPTA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,-,1000 JATIN ADLAKHA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,1203 ANKUSH RAGHUVANSHI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,1861 SHUBHAM UJJAWAL,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,766 MANOJ SHASHIKANT JOSHI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,J&K,-,1399 MOHD SHAFAIT,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,GUJ,-,111 ASHISH KUMAR VITHTHALBHAI DABHI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.K.,-,249 ANIL KUMAR GULANI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,802 VIDHEYRAJ SINGH RATHOD,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,496 HARSHWARDHAN PRASHANT JAGTAP,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,W.B.,-,499 ANIRBAN MAJUMDAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,1589 GAURAV VINOD KALAMKAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,KER,-,1309 NATHAAN ZAHI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,97 PRATIK PRIYADARSHI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,RAJ,-,1233 KRISHAN SINGH,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,53 CHIRAG DILIP SHAH,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,TRA,-,2190 SASIDHAR KAIPA MHOW INDORE Comp,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,ORI,-,109 AKASH KUMAR LOHAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,1738 ARUN KUMAR SINGH,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,MAH,-,1726 SNEH SAMEER KULKARNI,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,DEL,-,831 SAGAR MEHRA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,U.P.,-,1711 VIJAYA KUMAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,HAR,-,975 SUJAT KHAN,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,T.N.,-,1306 SANTHANAM KLSM,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,TRA,-,2192 VINNAKOTA SREE HARSHA,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-19) .177 PEEP SIGHT AIR RIFLE (NR) CHAMPIONSHIP 10M MEN INDIVIDUAL,,PUN,-,1597 PRABHJOT SINGH WAHLA,DNS
